1 	轨道车辆多联式空调机组 	轨道车辆多联式空调机组 	朗进科技 	发明 	发明 	原始取得 	ZL201110411937.4 	2011.12.12 	20 年 		
2 	汽车空调系统及六通阀 	汽车空调系统及六通阀 	朗进科技 	发明 	发明 	原始取得 	ZL201110050520.X 	2011.03.03 	20 年 		
3 	高精度温度控制方法 	高精度温度控制方法 	朗进科技 	发明 	发明 	原始取得 	ZL200910142947.5 	2009.05.14 	20 年 		
4 	空调器 PFC	空调器 PFC	朗进科技 	发明 	发明 	原始取得 	ZL200810146300.5 	2008.08.18 	20 年 		
序号 	专利名称 	专利名称 	专利权人 	类型 	类型 	取得方式 	专利号 	申请日 	期限 		
使能控制方法 	使能控制方法 										
一种一拖多空调膨胀阀智能控制方法 	一种一拖多空调膨胀阀智能控制方法 	朗进科技 	发明 	发明 	原始取得 	ZL201310022131.5 	2013.01.21 	20 年 			
一种大功率直流电源拓扑电路 	一种大功率直流电源拓扑电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720514703.5 	2017.05.10 	10 年 			
一种翅片管式换热器 	一种翅片管式换热器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720915139.8 	2017.07.26 	10 年 			
一种直流防反接电路 	一种直流防反接电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201721129531.6 	2017.09.05 	10 年 			
一种抑制上电冲击的Boost 电路 	一种抑制上电冲击的Boost 电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720509289.9 	2017.05.09 	10 年 			
一种上电预充电路 	一种上电预充电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720514706.9 	2017.05.10 	10 年 			
一种 DC/DC转换器续流电路 	一种 DC/DC转换器续流电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720545529.0 	2017.05.17 	10 年 			
一种轨道车辆压力检测装置 	一种轨道车辆压力检测装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720683424.1 	2017.06.13 	10 年 			
一种压力波检测装置试验工装 	一种压力波检测装置试验工装 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720726445.7 	2017.06.21 	10 年 			
一种轨道车辆压力波保护装置 	一种轨道车辆压力波保护装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720683423.7 	2017.06.13 	10 年 			
一种轨道交通用变频空调 	一种轨道交通用变频空调 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201720680833.6 	2017.06.13 	10 年 			
一种全直流变频轨道交通车辆空调机组 	一种全直流变频轨道交通车辆空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620840573.X 	2016.08.04 	10 年 			
一种车载空调用风机 	一种车载空调用风机 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620840788.1 	2016.08.04 	10 年 			
一种换热器化霜装置 	一种换热器化霜装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620773484.8 	2016.07.21 	10 年 			
一种双热备通讯设备 	一种双热备通讯设备 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620779796.X 	2016.07.21 	10 年 			
一种轨道车辆空调机组及其空气净化装置 	一种轨道车辆空调机组及其空气净化装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620707839.3 	2016.07.06 	10 年 			
序号 	专利名称 	专利名称 	专利权人 	类型 	类型 	取得方式 	专利号 	申请日 	期限 		
21 	一种双路BUCK 电源电路 	一种双路BUCK 电源电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620460182.5 	2016.05.18 	10 年 		
22 	一种双路BUCK 电源结构 	一种双路BUCK 电源结构 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620459381.4 	2016.05.18 	10 年 		
23 	轨道车辆空调系统 	轨道车辆空调系统 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620260515.X 	2016.03.31 	10 年 		
24 	一种轨道车辆用空调机组 	一种轨道车辆用空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620260139.4 	2016.03.31 	10 年 		
25 	一种空调蒸发器及安装有该蒸发器的空调器 	一种空调蒸发器及安装有该蒸发器的空调器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620133537.X 	2016.02.23 	10 年 		
26 	一种空调冷媒循环系统及空调器 	一种空调冷媒循环系统及空调器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201620134068.3 	2016.02.23 	10 年 		
27 	一种燃料电池车辆用空调机组 	一种燃料电池车辆用空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201520667530.1 	2015.08.31 	10 年 		
28 	一种空调室外机 	一种空调室外机 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201520382828.8 	2015.06.04 	10 年 		
29 	一种空调机组及安装有该空调机组的悬挂式吊轨车辆 	一种空调机组及安装有该空调机组的悬挂式吊轨车辆 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201520382856.X 	2015.06.04 	10 年 		
30 	一种大功率直流电源稳压电路 	一种大功率直流电源稳压电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201520369337.X 	2015.06.02 	10 年 		
31 	一种高压直流供电轨道车辆空调机组 	一种高压直流供电轨道车辆空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201520288737.8 	2015.05.07 	10 年 		
32 	一种换热器及具有该换热器的空调器室外机 	一种换热器及具有该换热器的空调器室外机 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420606412.5 	2014.10.20 	10 年 		
33 	一种卧式压缩机固定结构 	一种卧式压缩机固定结构 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420101018.6 	2014.03.07 	10 年 		
34 	一种电动车功率管驱动电路 	一种电动车功率管驱动电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420087764.4 	2014.02.28 	10 年 		
35 	一种大功率IGBT 模块的安装结构 	一种大功率IGBT 模块的安装结构 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420087916.0 	2014.02.28 	10 年 		
序号 	专利名称 	专利名称 	专利权人 	类型 	类型 	取得方式 	专利号 	申请日 	期限 		
36 	轨道车辆空调新风防风沙装置 	轨道车辆空调新风防风沙装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420087494.7 	2014.02.27 	10 年 		
37 	一种电动车控制器抗干扰电路 	一种电动车控制器抗干扰电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201420073122.9 	2014.02.20 	10 年 		
38 	轨道交通车辆空调集中控制器 	轨道交通车辆空调集中控制器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320711933.2 	2013.11.12 	10 年 		
39 	一种直流供电铁路客车空调机组 	一种直流供电铁路客车空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320475239.5 	2013.08.05 	10 年 		
40 	轨道车辆新风装置 	轨道车辆新风装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320459475.8 	2013.07.30 	10 年 		
41 	一种汽车空调控制器安装结构 	一种汽车空调控制器安装结构 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320388560.X 	2013.07.02 	10 年 		
42 	一种三相正负开关电源电路 	一种三相正负开关电源电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320353757.X 	2013.06.19 	10 年 		
43 	一种欠压检测电路及应用该检测电路的 PFC 电路 	一种欠压检测电路及应用该检测电路的 PFC 电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320352801.5 	2013.06.19 	10 年 		
44 	一种 IGBT 驱动电路 	一种 IGBT 驱动电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320354347.7 	2013.06.19 	10 年 		
45 	变频器散热装置 	变频器散热装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320353871.2 	2013.06.19 	10 年 		
46 	一种可降低控制器温升的装置 	一种可降低控制器温升的装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320353756.5 	2013.06.19 	10 年 		
47 	一种滤波保护电路 	一种滤波保护电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320352811.9 	2013.06.19 	10 年 		
48 	一种过压检测电路及应用该检测电路的 PFC 电路 	一种过压检测电路及应用该检测电路的 PFC 电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320354346.2 	2013.06.19 	10 年 		
49 	一种过流检测电路及应用该检测电路的 PFC 电路 	一种过流检测电路及应用该检测电路的 PFC 电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320353337.1 	2013.06.19 	10 年 		
50 	双动力汽车空调器 	双动力汽车空调器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320055627.8 	2013.02.01 	10 年 		
51 	双源制变频机车空调器	双源制变频机车空调器	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201320059739.0 	2013.02.01 	10 年 		
序号 	专利名称 	专利名称 	专利权人 	类型 	类型 	取得方式 	专利号 	申请日 	期限 		
控制装置 	控制装置 										
铁路客车空调机组供电装置 	铁路客车空调机组供电装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201220462410.4 	2012.09.11 	10 年 			
一种新型直流供电铁路客车变频空调机组 	一种新型直流供电铁路客车变频空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201220464895.0 	2012.09.11 	10 年 			
汽车空调控制器 	汽车空调控制器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120553244.4 	2011.12.27 	10 年 			
节能轨道车辆空调机组 	节能轨道车辆空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120543834.9 	2011.12.22 	10 年 			
轨道车辆多联式空调机组 	轨道车辆多联式空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120515657.3 	2011.12.12 	10 年 			
一种充电器 	一种充电器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120316249.5 	2011.08.27 	10 年 			
车辆空调用雨水分离器 	车辆空调用雨水分离器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120284213.3 	2011.08.05 	10 年 			
轨道车辆用空调器 	轨道车辆用空调器 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120281000.5 	2011.08.04 	10 年 			
轨道车辆单元式空调机组 	轨道车辆单元式空调机组 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120268049.7 	2011.07.27 	10 年 			
智能变频模块 	智能变频模块 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120227924.7 	2011.06.30 	10 年 			
一种低功耗待机装置 	一种低功耗待机装置 	朗进科技 	实用新型 	实用新型 	受让取得 	ZL201120206424.5 	2011.06.18 	10 年 			
交流电机故障检测装置 	交流电机故障检测装置 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120182451.3 	2011.06.01 	10 年 			
大功率直流升压电源 	大功率直流升压电源 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120147664.2 	2011.05.11 	10 年 			
混合动力汽车空调压缩机控制系统 	混合动力汽车空调压缩机控制系统 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201120069150.X 	2011.03.16 	10 年 			
一种电池空调系统 	一种电池空调系统 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201721424642.X 	2017.10.31 	10 年 			
一种双端功率变换电路 	一种双端功率变换电路 	朗进科技 	实用新型 	实用新型 	原始取得 	ZL201721442769.4 	2017.11.02 	10 年 			
											
5 											
6 											
7 											
8 											
9 											
10 											
11 											
12 											
13 											
14 											
15 											
16 											
17 											
18 											
19 											
20 											
											
52 											
53 											
54 											
55 											
56 											
57 											
58 											
59 											
60 											
61 											
62 											
63 											
64 											
65 											
66 											
67 											
											
序号 	商标标识 	注册 	商标 	注册人 	有效期限 	取得方式 					
											
证号 	类别 										
3855804 	11 	朗进科技 	2015.10.14-2025.10.13 	原始取得 							
5495698 	11 	朗进科技 	2009.07.14-2019.07.13 	原始取得 							
5495696 	11 	朗进科技 	2009.07.14-2019.07.13 	原始取得 							
6203448 	11 	朗进科技 	2010.03.04-2020.03.13 	原始取得 							
6773921 	11 	朗进科技 	2011.06.28-2020.06.27 	原始取得 							
6686539 	11 	朗进科技 	2010.05.28-2020.05.27 	原始取得 							
6686538 	35 	朗进科技 	2010.09.07-2020.09.06 	原始取得 							
6773919 	11 	朗进科技 	2010.06.28-2020.06.27 	原始取得 							
6773920 	35 	朗进科技 	2010.07.21-2020.07.20 	原始取得 							
6152459 	1 	朗进科技 	2010.02.21-2020.02.20 	原始取得 							
6152458 	2 	朗进科技 	2010.02.21-2020.02.20 	原始取得 							
6152457 	3 	朗进科技 	2010.02.14-2020.02.13 	原始取得 							
6152456 	4 	朗进科技 	2010.02.21-2020.02.20 	原始取得 							
6152455 	5 	朗进科技 	2010.02.21-2020.02.20 	原始取得 							
6152454 	6 	朗进科技 	2009.12.28-2019.12.27 	原始取得 							
6152453 	7 	朗进科技 	2009.12.28-2019.12.27 	原始取得 							
6152452 	8 	朗进科技 	2010.02.21-2020.02.20 	原始取得 							
6152451 	9 	朗进科技 	2010.02.28-2020.02.27 	原始取得 							
6152450 	10 	朗进科技 	2009.12.21-2019.12.20 	原始取得 							
6152460 	11 	朗进科技 	2010.02.28-2020.02.27 	原始取得 							
6152400 	12 	朗进科技 	2009.12.28-2019.12.27 	原始取得 							
6152578 	14 	朗进科技 	2010.01.21-2020.01.20 	原始取得 							
6152577 	16 	朗进科技 	2010.02.07-2020.02.06 	原始取得 							
6152576 	17 	朗进科技 	2010.02.07-2020.02.06 	原始取得 							
											
1 	 										
2 	 										
3 	 										
4 	 										
5 	 										
6 	 										
7 	 										
8 	 										
9 	 										
10 	 										
11 	 										
12 	 										
13 	 										
14 	 										
15 	 										
16 	 										
17 	 										
18 	 										
19 	 										
20 	 										
21 	 										
22 	 										
23 	 										
24 	 										
											
25 	 	6152575 	18 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
26 	 	6152574 	19 	朗进科技 	2020.02.14-2020.02.13 	原始取得 					
27 	 	6152573 	20 	朗进科技 	2010.01.28-2020.01.27 	原始取得 					
28 	 	6152572 	21 	朗进科技 	2010.01.28-2020.01.27 	原始取得 					
29 	 	6152571 	22 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
30 	 	6152350 	23 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
31 	 	6152349 	24 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
32 	 	6152360 	25 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
33 	 	6152359 	26 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
34 	 	6152358 	27 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
35 	 	6152357 	28 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
36 	 	6152356 	29 	朗进科技 	2009.09.07-2019.09.06 	原始取得 					
37 	 	6152355 	30 	朗进科技 	2010.01.14-2020.01.13 	原始取得 					
38 	 	6152354 	31 	朗进科技 	2009.09.07-2019.09.06 	原始取得 					
39 	 	6152353 	32 	朗进科技 	2010.01.07-2020.01.06 	原始取得 					
40 	 	6152352 	33 	朗进科技 	2010.01.07-2020.01.06 	原始取得 					
41 	 	6152351 	35 	朗进科技 	2010.08.07-2020.08.06 	原始取得 					
42 	 	6152370 	36 	朗进科技 	2010.03.21-2020.03.20 	原始取得 					
43 	 	6152369 	37 	朗进科技 	2010.03.21-2020.03.20 	原始取得 					
44 	 	6152368 	38 	朗进科技 	2010.03.14-2020.03.13 	原始取得 					
45 	 	6152367 	39 	朗进科技 	2010.06.07-2020.06.06 	原始取得 					
46 	 	6152366 	40 	朗进科技 	2010.03.14-2020.03.13 	原始取得 					
47 	 	6152365 	41 	朗进科技 	2010.08.07-2020.08.06 	原始取得 					
48 	 	6152364 	42 	朗进科技 	2010.08.07-2020.08.06 	原始取得 					
49 	 	6152363 	43 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
50 	 	6152362 	44 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
51 	 	6152361 	45 	朗进科技 	2010.03.28-2020.03.27 	原始取得 					
52 	 	3261123 	11 	朗进科技 	2013.11.14-2023.11.13 	原始取得 					
											
序号 	软件名称 	登记号 	著作权人 	首次发表 日期 	取得方式 						
1 	瑞青空调大数据采集分析系统软件[简称：瑞青大数据采集分析软件]V1.0 	2018SR007774 	瑞青软件 	2017.11.01 	原始取得 						
2 	瑞青铁路高速列车空调控制软件系统软件[简称：城际铁路空调控制系统软件]V1.0 	2018SR007521 	瑞青软件 	2017.10.15 	原始取得 						
3 	瑞青 DC600V20A UIPM 控制软件[简称：UIPM SOFTWARE]V1.0 	2017SR720454 	瑞青软件 	2017.09.04 	原始取得 						
4 	朗进地铁空调控制软件系统软件[简称：地铁空调控制软件]V1.0 	2018SR005137 	朗进智能 	2017.08.25 	原始取得 						
5 	朗进机车空调控制软件系统软件[简称：机车空调控制系统软件]V1.0 	2018SR006172 	朗进智能 	2017.08.20 	原始取得 						
6 	朗进城际铁路空调控制系统软件[简称：城际铁路空调控制系统软件]V1.0 	2017SR720457 	朗进新能源 	2017.05.20 	原始取得 						
7 	朗进 2.5kw 电动汽车空调控制系统软件[简称：2.5kw 电动汽车软件]V1.0 	2017SR727094 	朗进智能 	2016.09.30 	原始取得 						
8 	朗进大巴空调控制软件系统软件[简称：大巴空调控制系统软件]V1.0 	2018SR007799 	朗进新能源 	2016.04.29 	原始取得 						
9 	朗进变频空调控制器软件[简称：变频空调控制器软件]V1.0 	2016SR298743 	朗进智能 	2016.07.30 	原始取得 						
10 	朗进轨道空调控制软件[简称：轨道空调控制软件]V1.0 	2016SR298741 	朗进智能 	2016.07.30 	原始取得 						
11 	朗进电动汽车空调控制器软件[简称：电驱空调软件]V1.0 	2016SR151828 	朗进新能源 	2016.03.24 	原始取得 						
12 	朗进异步电机矢量控制软件[简	2016SR385884 	瑞青软件 	2015.3.30 	原始						
											
称：异步电机 FOC]V1.0 											
朗进空调智能 WIFI 控制器软件[空调智能 WIFI 控制器软件]V1.0 	2016SR385896 	瑞青软件 	2015.3.25 	原始取得 							
朗进压力波控制器软件[简称：压力波控制器软件]V1.0 	2016SR385892 	瑞青软件 	2014.08.25 	原始取得 							
朗进空调能力调节系统软件[简称：空调能力调节系统]V1.0 	2016SR385889 	瑞青软件 	2014.03.15 	原始取得 							
瑞青轨道车辆空调集中控制器软件[简称：轨道车辆空调集中控制器]V1.0 	2014SR035375 	瑞青软件 	2013.10.09 	原始取得 							
瑞青轨道车辆空调主控制器软件[简称：轨道车辆空调主控制器]V1.0 	2014SR035442 	瑞青软件 	2013.10.09 	原始取得 							
瑞青轨道车辆空调维修控制软件[简称：轨道车辆空调维修控制]V1.0 	2014SR035433 	瑞青软件 	2013.09.29 	原始取得 							
瑞青轨道车辆空调控制软件[简称：机车空调控制软件]V1.0 	2009SR038743 	瑞青软件 	2009.05.23 	原始取得 							
瑞青家用一拖二空调室外机控制软件[简称：室外机控制软件]V1.0 	2009SR038742 	瑞青软件 	2009.05.22 	原始取得 							
瑞青家用一拖二空调室内机控制软件[简称：室内机控制软件]V1.0 	2009SR038738 	瑞青软件 	2009.05.21 	原始取得 							
瑞青多联机中央空调计算机管理系统软件[简称：中央管理系统]V1.0 	2009SR021343 	瑞青软件 	2009.03.16 	原始取得 							
											
13 											
14 											
15 											
16 											
17 											
18 											
19 											
20 											
21 											
22 											
											
序号 	名称 	证书编号 	权利单位 	发证日 	有效期 						
1 	朗进轨道空调控制软件[简称：轨道空调控制软件]V1.0 	鲁 RC-2017-0035 	朗进智能 	2017.01.19 	5 年 						
2 	朗进变频空调控制器软件[简称：变频空调控制器软件]V1.0 	鲁 RC-2017-0036 	朗进智能 	2017.01.19 	5 年 						
3 	瑞青家用一拖二空调室外机控制软件 V1.0 	青岛DGY-2009-0074 	瑞青软件 	2014.07.29 	5 年 						
4 	瑞青家用一拖二空调室内机控制软件 V1.0 	青岛DGY-2009-0075 	瑞青软件 	2014.07.29 	5 年 						
5 	瑞青轨道车辆空调控制软件 V1.0 	青岛DGY-2009-0076 	瑞青软件 	2014.07.29 	5 年 						
6 	瑞青多联机中央空调计算机管理系统软件 V1.0 	青岛DGY-2009-0051 	瑞青软件 	2014.05.09 	5 年 						
											
序号 	名称 	证明内容 	证明内容 	证书编号 	发证时间 	发证时间 	所有人 	所有人 	发证机构 	有效期 	有效期 
1 	质量管理体系认证ISO9001:2008 	空调器（网络智能变频中央空调、机车空调、轨道车辆空调机组、设备用空调、机房空调等特种空调器）、冰箱（车载冰箱、机车冰箱、轨道车辆冰箱），家用及非家用电器（空调、冰箱、洗衣机、机车等）控制器的设计、生产、销售和服务。 	空调器（网络智能变频中央空调、机车空调、轨道车辆空调机组、设备用空调、机房空调等特种空调器）、冰箱（车载冰箱、机车冰箱、轨道车辆冰箱），家用及非家用电器（空调、冰箱、洗衣机、机车等）控制器的设计、生产、销售和服务。 	1210046005TMS 	2016.06.01 	2016.06.01 	朗进科技 	朗进科技 	TüVSüD管 理服 务有 限公 司认证部 	2016.06.09- 2018.09.14 	2016.06.09- 2018.09.14 
2 	环境管理体系认证GB/T24001-2004idtISO14001:2004 	空调器（网络智能变频中央空调、机车 空调 、 车辆 空调、设备用空调、机 房空 调 等特 种空调器）、冰箱（车载 冰箱 、 机车 冰箱、车辆冰箱），家 用及 非 家用 电器（空调、冰箱、洗衣机、机车等）控制器的设计、生产 及相 关 环 境 管理活动。 	空调器（网络智能变频中央空调、机车 空调 、 车辆 空调、设备用空调、机 房空 调 等特 种空调器）、冰箱（车载 冰箱 、 机车 冰箱、车辆冰箱），家 用及 非 家用 电器（空调、冰箱、洗衣机、机车等）控制器的设计、生产 及相 关 环 境 管理活动。 	10415E10583R3M 	2015.11.18 	2015.11.18 	朗进科技 	朗进科技 	山东世通质量认证有限公司 	2015.11.18- 2018.11.17 	2015.11.18- 2018.11.17 
3 	国际焊接体系认证EN15085-2：2007 	机车空调、轨道车辆 空调 部 件的 焊接。 	机车空调、轨道车辆 空调 部 件的 焊接。 	BVCHN15.0017 	- 	- 	朗进科技 	朗进科技 	必维国际检验集团 	- 	- 
4 	IRIS国际铁路行业标准认证 	铁 路车 辆 空调 及冰 箱的 设 计、 开发、维护和生产活动。 	铁 路车 辆 空调 及冰 箱的 设 计、 开发、维护和生产活动。 	1211346005 	2016.06.01 	2016.06.01 	朗进科技 	朗进科技 	TüVSüD管理服务有限公司认证部 	2016.06.09- 2019.06.08 	2016.06.09- 2019.06.08 
5 	汽车行业质量管理体系认证IATF16949:	汽车用空调机组、控 制器 的 设计 和制造。 	汽车用空调机组、控 制器 的 设计 和制造。 	1211146005TMS 	2016.07.13 	2016.07.13 	朗进科技 	朗进科技 	TüVSüD管理服务有限公司认证部 	2016.07.12- 2018.09.14 	2016.07.12- 2018.09.14 
序号 	名称 	证明内容 	证明内容 	证书编号 	发证时间 	发证时间 	所有人 	所有人 	发证机构 	有效期 	有效期 
2016 											
对外贸易经营者备案登记表 	- 	- 	02408462 	2016.08.08 	2016.08.08 	朗进科技 	朗进科技 	莱芜市商务局 	- 	- 	
高新技术企业证书 	- 	- 	GR201737000061 	2017.12.28 	2017.12.28 	朗进科技 	朗进科技 	山东省科学技术厅、山东省财政厅、山东省国家税务局、山东省地方税务局 	三年 	三年 	
中华人民共和国海关报关单位注册登记证书 	- 	- 	3720963126 	2015.06.29 	2015.06.29 	朗进科技 	朗进科技 	济南海关莱芜办事处 	长期 	长期 	
软件企业认定证书1 	- 	- 	青岛RQ-2018-0095 	2018.3.26 	2018.3.26 	瑞青软件 	瑞青软件 	青岛市软件行业协会 	1 年 	1 年 	
全国工业产品生产许可证 	- 	- 	XK06-015-02006 	2017.06.14 	2017.06.14 	朗进科技 	朗进科技 	中华人民共和国国家质量监督检验检疫总局 	2017.06.14-2022.06.13 	2017.06.14-2022.06.13 	
软件企业证书 	- 	- 	鲁RQ-2017-0155 	2017.11.07 	2017.11.07 	朗进智能 	朗进智能 	山东省软件行业协会 	- 	- 	
出入境检验检疫报检企业备案表 	- 	- 	17112311111500000301 	2017.11.29 	2017.11.29 	朗进科技 	朗进科技 	中华人民共和国山东出入境检验检疫局 	- 	- 	
											
6 											
7 											
8 											
9 											
10 											
11 											
12 											
											
序号 	荣誉 	批准或发证机构 	获得时间 								
1 	2017 年度全市优秀单位 	中共莱芜市委莱芜市人民政府 	2018.02 								
2 	2016 年度优秀创新创业企业 	中共莱芜市委高新区工委莱芜高新区管理委员会 	2017.02 								
3 	2016 年度企业贡献奖 	中共莱芜市委莱芜市人民政府 	2017.02 								
4 	2016 年度十大明星企业 	中共莱芜市委高新区工委莱芜高新区管理委员会 	2017.02 								
5 	2015 年度优秀重点建设项目 	中共莱芜市委高新区工委莱芜高新区管理委员会 	2016.02 								
6 	2015 年度十大明星企业 	中共莱芜市委高新区工委莱芜高新区管理委员会 	2016.02 								
7 	2015 年度科技创新优秀企业 	莱芜市人民政府 	2016.02 								
8 	2013 年山东省电子信息行业优秀企业 	山东省信息产业协会 	2013.09 								
9 	2011 年度科技创新先进企业 	中共莱芜市委高新区工委莱芜高新区管理委员会 	2012.02 								
10 	2009 年度先进单位 	莱芜市总工会 	2010.03 								
											
序号 	技术名称 	技术来源 	创新模式 	技术内容 	应用产品 	类型 	技术水平/成熟度 				
1 	直 流 矢量 变 频调 速 技术 	自主 研发 	原始创新 	一种全直流变频轨道交通车辆空调机组，冷凝风机、通风机及压缩机均由永磁同步电机驱动，效率高，而且能调速，可以实现根据负载需求实时调节转速和风量，能效比大幅提高。 	轨道列车空调 	自主 研发 	成熟、稳定性高 				
2 	模 糊 变频 控 制技术 	自主 研发 	原始创新 	将温度、湿度、压力、客流量、风量等多参数系统，根据人体舒适度进行的复杂控制系统，可大幅提高舒适度。 	轨道列车空调 	自主 研发 	成熟、稳定性高 				
3 	空 调 系统 电 子膨 胀 阀热 力 学优 化 技术 	自主 研发 	原始创新 	热泵制热采用逆卡诺循环原理，从低温热源吸热（车厢外）向高温热源（车厢内）供热，向室内供热热量等于从室外吸收的热量加上压缩机输入的能量。当负荷变化时频率变化，热力学优化技术将空调系统始终匹配在最高效率运行，用电最少。 	轨道列车空调 	自主 研发 	成熟、稳定性高 				
4 	空 调 系统 自 适应 约 束控 制 技术 	自主 研发 	原始创新 	自动寻找环境温度、负荷等参数下运行的最大制冷或制热能力，避免压缩机的反复启停影响客室舒适度，避免损坏压机，提高可靠性、实用性，减少开关损耗，节能环保，科学智能、安全可靠。 	轨道列车空调 	自主 研发 	成熟、稳定性高 				
5 	轨 道 车辆 空 调直 流 供电技术 	自主 研发 	原始创新 	可增大直流电源输入范围，DC500V～DC900V 均可满足要求，扩大了直流供电空调机组的使用范围，同时实现空调机组各部件的变频控制，达到整车节能目的，可靠性和舒适性均有提高。 	轨道列车空调 	自主 研发 	成熟、稳定性高 				
6 	轨 道 车辆 空 调机 电 一体 化 技术 	自主 研发 	原始创新 	空调机组与控制柜形成一体化组装，机组内部各部件、电控组件采用模块化设计，拆装简单可靠，方便维护。热泵型冷暖两用车辆空调，弥补了目前定速车辆空调不能制热的不足，空调机组自带紧急通风模块，三相电故障后，空调机组可以智能检测，自动转换到紧急通风模式，三相电恢复后，可	轨道列车空调 	自主 研发 	成熟、稳定性高 				
											
序号 	技术名称 	专利名称 	对应的专利技术 								
1 	直流矢量变频调速技术 	自主研发 	一种全直流变频轨道交通车辆空调机组（201620840573.X） 								
2 	模糊变频控制技术 	自主研发 	一种新型直流供电铁路客车变频空调机组（201220464895.0） 								
3 	空调系统电子膨胀阀热力学优化技术 	自主研发 	一种空调冷媒循环系统及空调器（201620134068.3） 								
4 	空调系统自适应约束控制技术 	自主研发 	高精度温度控制方法（200910142947.5） 								
5 	轨道车辆空调直流供电技术 	自主研发 	一种直流供电铁路客车空调机组（201320475239.5） 								
