7 	医用导管卷绕技术 	在卷绕装置设置支杆、夹头和张紧装置，使医用导管在卷绕过程中保持紧绷状态，医用导管在整个卷绕过程中处于紧绷的状态，使卷绕好的医用导管紧绷扎实。该技术主要应用于	大批量生产 							
										
公司的医用导管类自动化组装设备 										
将转轴插接在机架上且能够周向自由转动，转轴上固定有用于夹持医用针的针管的机械手，且当针管夹持于机械手上时与转轴处于同心位置，转轴和机架之间设有用于驱动转轴周向转动的旋转机构。本发明可根据实际情况任意的调整针管的转动角度，避免针管变形。 	大批量生产 									
该技术是公司的自动化设备中的核心，采用特制机械手吸取或抓取医用导管，配合导管定位装置，有效解决因导管是柔性材料、形状不规则且比较细小而导致的装配难、装配过程中易损伤等问题，有效提升产品生产效率的同时，保证了产品的质量。 	大批量生产 									
在线智能影像视觉检测技术涉及图像的预处理，采用中值滤波、大津阈值分割、图像矫正的方法对图像进行预处理，中值滤波器产生的模数较少，更适于消除图像的孤立噪声点，是经典的平滑噪声的方法，对医用制品组件图像滤波以后，平滑掉了图像噪声，保留了图像细节，然后对图像进行大津阈值分割、图像矫正处理，修正后的图像细节比较明显，对比度增强，更容易检测医用制品的合格情况，以该检测技术代替传统的人工检测，检测医用制品组件各类物理性能数据，配合上位机系统，记录分析整个检测过程，代替人工的数据记录。 	大批量生产 									
										
8 	医用针刃面定位技术 									
9 	柔性装配技术 									
10 	在线智能视觉检测技术 									
										
序号 	项目名称 	拟达成目标 	技术来源 							
1 	基于智能视觉检测、伺服控制的在线针尖刃面校正技术 	国内领先 	自主研发 							
2 	一种在线随动密封性检测技术的研发 	国内领先 	自主研发 							
3 	一种导管柔性包装技术的研发 	国内领先 	自主研发 							
4 	一种新型的毛刺视觉检测算法 	国内领先 	自主研发 							
5 	一种应用于曲面凹凸缺陷的视觉检测算法 	国内领先 	自主研发 							
6 	三相机确定针管刃面角度的检测算法 	国内领先 	自主研发 							
7 	针尖成膜技术 	国内领先 	自主研发 							
8 	随动测漏保压技术 	国内领先 	自主研发 							
9 	说明书与合格证折叠入袋方法 	国内领先 	自主研发 							
10 	自动清洗灭菌系统的研发 	国内领先 	自主研发 							
11 	多导管同时组装工艺的研究 	国内领先 	自主研发 							
12 	一种包装袋在线裁切技术的研究 	国内领先 	自主研发 							
13 	UV 胶双罐供液系统 	国内领先 	自主研发 							
										
项目 	2017 年 	2016 年 	2015 年 							
研发支出 	1,381.58 	1,369.66 	1,266.69 							
营业收入 	17,338.90 	13,943.06 	14,471.53 							
研发支出占营业收入的比例 	7.98% 	9.82% 	8.75% 							
										
